DEBUG 2019-07-19 18:00:23,276 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - UltimateInvocing.Order.Dto.OrderDto
DEBUG 2019-07-19 18:00:23,276 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - UltimateInvocing.MultiTenancy.Dto.CreateTenantDto
DEBUG 2019-07-19 18:00:23,276 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - UltimateInvocing.MultiTenancy.Dto.TenantDto
DEBUG 2019-07-19 18:00:23,276 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - UltimateInvocing.Customers.CustomerDto
DEBUG 2019-07-19 18:00:23,277 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - UltimateInvocing.Customers.Address.AddressDto.AdressDTO
DEBUG 2019-07-19 18:00:23,277 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - UltimateInvocing.Product.Dto.ProductDto
DEBUG 2019-07-19 18:00:23,277 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - UltimateInvocing.Country.Dto.CountryDto
DEBUG 2019-07-19 18:00:23,277 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - UltimateInvocing.Company.Dto.CompanyDto
DEBUG 2019-07-19 18:00:23,277 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - UltimateInvocing.Company.Dto.PagedCompanyResultRequestDto
DEBUG 2019-07-19 18:00:23,277 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - UltimateInvocing.Web.Views.Shared.Components.TenantChange.TenantChangeViewModel
DEBUG 2019-07-19 18:00:23,277 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - UltimateInvocing.Web.Models.Roles.EditRoleModalViewModel
INFO  2019-07-19 18:00:28,206 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/  
INFO  2019-07-19 18:00:28,206 [11   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 DEBUG http://localhost:62114/  0
INFO  2019-07-19 18:00:28,314 [11   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 115.8206ms 200 
INFO  2019-07-19 18:00:32,502 [7    ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "Index", controller = "Home", area = ""}. Executing action UltimateInvocing.Web.Controllers.HomeController.Index (UltimateInvocing.Web.Mvc)
INFO  2019-07-19 18:00:32,575 [7    ] uthorization.DefaultAuthorizationService - Authorization was successful.
INFO  2019-07-19 18:00:33,171 [7    ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method UltimateInvocing.Web.Controllers.HomeController.Index (UltimateInvocing.Web.Mvc) - Validation state: Valid
INFO  2019-07-19 18:00:33,283 [7    ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method UltimateInvocing.Web.Controllers.HomeController.Index (UltimateInvocing.Web.Mvc), returned result Microsoft.AspNetCore.Mvc.ViewResult in 107.7077ms.
INFO  2019-07-19 18:00:33,596 [11   ] Core.Mvc.ViewFeatures.ViewResultExecutor - Executing ViewResult, running view Index.
WARN  2019-07-19 18:00:35,126 [7    ] naries.DictionaryBasedLocalizationSource - Can not find 'Orders' in localization source 'UltimateInvocing'!
INFO  2019-07-19 18:00:36,516 [7    ] Core.Mvc.ViewFeatures.ViewResultExecutor - Executed ViewResult - view Index executed in 2982.3147ms.
INFO  2019-07-19 18:00:36,639 [7    ] ore.Mvc.Internal.ControllerActionInvoker - Executed action UltimateInvocing.Web.Controllers.HomeController.Index (UltimateInvocing.Web.Mvc) in 4056.7239ms
INFO  2019-07-19 18:00:36,647 [11   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/lib/famfamfam-flags/dist/sprite/famfamfam-flags.css?v=l7wu43l7XpKWzFn29hiH8AFe4I_CNzbCPmaAQivPYMg  
INFO  2019-07-19 18:00:36,650 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/lib/font-awesome/css/font-awesome.css?v=NuCn4IvuZXdBaFKJOAcsU2Q3ZpwbdFisd5dux4jkQ5w  
INFO  2019-07-19 18:00:36,656 [14   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/lib/toastr/toastr.css?v=W8a9WvLyUO7CXtOC4f9LoUMwkywM7JSq-Xm5kNsYW08  
INFO  2019-07-19 18:00:36,660 [12   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/lib/Waves/dist/waves.css?v=0zP86LzXedNkkBjePtKrMTAPuIy6EzHfGlyYvsmGLBw  
INFO  2019-07-19 18:00:36,678 [7    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 8474.7564ms 200 text/html; charset=utf-8
INFO  2019-07-19 18:00:36,721 [7    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/lib/animate.css/animate.css?v=00w68NO3TLuHjKRHJmjrrgJBDtG_6OhbJEu1gtHcsuo  
INFO  2019-07-19 18:00:36,774 [6    ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/lib/font-awesome/css/font-awesome.css'. Physical path: 'P:\projects\UltimateInvoicing\aspnet-core\src\UltimateInvocing.Web.Mvc\wwwroot\lib\font-awesome\css\font-awesome.css'
INFO  2019-07-19 18:00:36,779 [11   ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/lib/famfamfam-flags/dist/sprite/famfamfam-flags.css'. Physical path: 'P:\projects\UltimateInvoicing\aspnet-core\src\UltimateInvocing.Web.Mvc\wwwroot\lib\famfamfam-flags\dist\sprite\famfamfam-flags.css'
INFO  2019-07-19 18:00:36,782 [12   ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/lib/Waves/dist/waves.css'. Physical path: 'P:\projects\UltimateInvoicing\aspnet-core\src\UltimateInvocing.Web.Mvc\wwwroot\lib\Waves\dist\waves.css'
INFO  2019-07-19 18:00:36,784 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 138.0025ms 200 text/css
INFO  2019-07-19 18:00:36,788 [11   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 145.3578ms 200 text/css
INFO  2019-07-19 18:00:36,791 [12   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 131.4445ms 200 text/css
INFO  2019-07-19 18:00:36,794 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/css/style.css?v=pdFpGZ5u49qBpsr1On22ch50j25VXertEaA8vHFMBn8  
INFO  2019-07-19 18:00:36,800 [11   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/view-resources/Views/Shared/_Layout.css?v=uq7unI_U0xZr0Pbyzeu6KfbJKHVFuv0wNJ4CrrhQknw  
INFO  2019-07-19 18:00:36,814 [12   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/css/themes/all-themes.css?v=XaAlkmhL9gA6mBxpcxGYAWxggxkIpRmT9qGbKejs6eA  
INFO  2019-07-19 18:00:36,825 [14   ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/lib/toastr/toastr.css'. Physical path: 'P:\projects\UltimateInvoicing\aspnet-core\src\UltimateInvocing.Web.Mvc\wwwroot\lib\toastr\toastr.css'
INFO  2019-07-19 18:00:36,839 [11   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/lib/morris.js/morris.css?v=szHusaozbQctTn4FX-3l5E0A5zoxz7-ne4fr8NgWJlw  
INFO  2019-07-19 18:00:36,841 [12   ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/css/themes/all-themes.css'. Physical path: 'P:\projects\UltimateInvoicing\aspnet-core\src\UltimateInvocing.Web.Mvc\wwwroot\css\themes\all-themes.css'
INFO  2019-07-19 18:00:36,844 [14   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 201.0712ms 200 text/css
INFO  2019-07-19 18:00:36,858 [12   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 48.7874ms 200 text/css
INFO  2019-07-19 18:00:36,891 [11   ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/lib/morris.js/morris.css'. Physical path: 'P:\projects\UltimateInvoicing\aspnet-core\src\UltimateInvocing.Web.Mvc\wwwroot\lib\morris.js\morris.css'
INFO  2019-07-19 18:00:36,903 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/AbpServiceProxies/GetAll?v=636991560232228548  
INFO  2019-07-19 18:00:36,908 [11   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 67.3621ms 200 text/css
INFO  2019-07-19 18:00:36,910 [12   ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/view-resources/Views/Shared/_Layout.css'. Physical path: 'P:\projects\UltimateInvoicing\aspnet-core\src\UltimateInvocing.Web.Mvc\wwwroot\view-resources\Views\Shared\_Layout.css'
